node/volume,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
4001,8.01478,19.479383,24.349503,15.632292,-2.234896,-14.116985,-6.920594,16.73023,38.328661,38.966795,16.291875,-13.740194,-31.887662,-32.042663,-23.212809,-17.358797,-17.732266,-19.372289,-18.10465,-15.498215,-14.429692,-12.806049,-5.009676,10.187525,25.683473,32.064486,27.120012,17.755025,12.183353,11.645319,10.841981,5.53274,-2.201073,-6.659772,-5.040311,-0.004292,3.740875,4.052779,2.297144,0.818892,0.324349,-0.713014,-4.808032,-13.13942,-23.237986,-29.095074,-25.557191,-14.221339,-3.899717,-2.511526,-7.603114,-7.260162,6.78123,27.415639,36.963823,25.906857,5.091011,-4.275692,6.370884,22.722965,22.940942,2.141909,-21.664161,-27.053192,-11.936072,5.720866,8.593928,-2.330952,-11.928347,-9.374628,1.450031,9.340033,8.986705,4.056109,-0.399244,-3.905675,-7.916667,-10.883129,-9.526484,-4.198417,0.504083,1.530884,1.095857,2.34129,3.208264,-1.366531,-10.479454,-14.563955,-5.617693,10.972238,19.499621,11.07806,-5.1099,-11.444576,-2.142544,10.266741,10.580232,-0.417544,-7.443185,-0.357545,12.95063,16.747692,7.585897,-1.461551,2.045721,13.332316,15.762408,1.61245,-17.8228,-25.331363,-17.53856,-7.076624,-5.710769,-10.538553,-10.084223,-0.924942,7.418003,5.329516,-3.704255,-7.100923,0.707179,10.85095,10.858446,0.10383,-9.290579,-6.801103,4.686018,13.201126,11.592664,4.016145,-1.119096,-1.233423,-0.482734,-2.427687,-5.155544,-4.48651,0.235879,5.488966,7.834612,6.850836,3.86224,-0.0342,-3.401196,-3.623391,0.632184,5.811671,4.909288,-5.120329,-17.89075,-21.968321,-12.124641,4.571712,15.132833,13.036072,3.520788,-3.058325,-1.649094,4.240229,8.040544,6.760326,2.14671,-2.562888,-5.320471,-5.544229,-3.953147,-2.882046,-5.163316,-10.87161,-15.435766,-12.907725,-2.300314,10.070956,15.920479,12.869882,6.24159,2.853779
4002,12.21158,16.8454,11.920563,-1.21474,-13.512593,-12.849545,6.889689,38.221298,61.548668,57.658304,22.850617,-26.462624,-64.95478,-76.169676,-61.593379,-34.912455,-9.767081,6.884839,13.16993,9.514062,-0.222253,-7.596118,-4.449911,8.837531,21.737201,23.005428,12.351433,1.367688,2.065852,15.158072,30.099356,35.516718,28.315346,13.598423,-1.345564,-11.452349,-14.547445,-11.375576,-6.181587,-5.050962,-11.103426,-21.164623,-28.520047,-29.188964,-24.533687,-18.03714,-11.895979,-8.066005,-9.841482,-17.721543,-23.0524,-11.192205,22.867625,62.162603,77.45204,54.86767,12.965855,-12.882622,-5.468821,17.45105,23.908943,3.223182,-23.602919,-29.351348,-11.534691,6.379967,2.787992,-18.553992,-34.674566,-28.861268,-5.823656,16.600248,25.030928,18.199583,2.57047,-13.473602,-21.930369,-18.379282,-6.914648,1.284283,-0.643938,-5.870801,-1.257492,14.008128,22.682975,8.816296,-18.581464,-29.522313,-5.863593,33.99961,50.944882,26.877811,-15.241914,-36.949094,-25.403311,-2.342811,6.488908,1.124298,0.612846,12.883446,23.331857,16.589266,0.055585,-4.525466,8.978941,20.762479,10.362083,-14.880063,-26.983796,-12.795852,8.09337,7.614446,-14.617539,-30.336342,-19.183911,4.039298,7.451442,-16.542328,-39.418498,-30.405276,5.552763,32.769592,26.342685,-0.571947,-15.089348,-3.361854,17.484935,24.626165,16.722502,10.228433,14.55496,20.787709,16.513521,3.7125,-4.682756,-2.797869,1.410671,-1.267091,-8.609622,-11.927353,-9.898413,-9.879724,-14.655905,-15.491487,-4.485326,9.854215,8.429458,-14.046691,-36.955192,-33.448223,-1.489201,31.40125,37.274339,17.107134,-3.617025,-5.791778,4.255525,8.386913,1.995258,-2.288384,5.003782,15.093453,12.023869,-5.313455,-20.223877,-18.762141,-6.851112,-1.550144,-8.159996,-13.367014,-3.43636,16.348531,26.47076,16.471016,-2.450385,-10.848849
4011,1.752383,9.943746,13.916271,8.89697,-1.928477,-10.312021,-10.863417,-5.229747,1.351442,5.998435,9.417812,12.068204,11.52375,5.254534,-4.729317,-12.093948,-12.175398,-7.069395,-3.470224,-5.218102,-8.942365,-7.919439,0.067324,9.707032,13.448711,9.334932,2.865172,0.968257,4.667355,8.229781,5.50687,-3.384202,-11.97501,-13.792724,-8.41345,-1.224209,2.291172,1.497212,0.025514,1.14858,4.505797,7.226787,7.234188,4.643672,0.397494,-5.066308,-10.987322,-14.95261,-14.046426,-8.082474,-0.865619,3.032278,2.939744,2.637774,5.696563,10.949865,13.689171,11.311867,6.518643,4.006728,4.695409,4.723999,0.558064,-6.15417,-10.072578,-8.180473,-2.967156,0.808059,1.331153,0.540372,0.39134,0.273212,-1.035959,-2.386841,-1.399531,1.30494,1.210932,-4.823128,-13.007202,-14.713054,-5.550681,8.514505,15.824803,10.282806,-2.833116,-12.616069,-13.168918,-7.718282,-3.048703,-1.88067,-1.624521,0.784267,5.008238,8.639383,10.691448,12.183483,13.680899,14.001619,12.155111,9.459829,8.187804,8.025203,5.293955,-3.084183,-15.047159,-23.902276,-24.088474,-16.372987,-7.066485,-2.118276,-2.0701,-2.587511,0.447652,6.476846,10.616626,8.363608,0.25274,-7.953357,-10.054852,-4.987362,2.227518,5.440895,3.459581,0.814088,2.179019,6.620218,8.488141,4.279062,-2.565377,-5.063655,-0.815627,4.723958,4.13281,-3.409325,-10.764214,-10.31187,-1.756658,8.181313,12.914136,11.401636,6.71904,1.443156,-3.771611,-7.91418,-8.641839,-5.129029,-0.699795,-0.353696,-4.989364,-9.395652,-7.260665,2.098613,12.90115,18.579053,17.190075,11.130041,3.278308,-4.766007,-11.20421,-13.437542,-10.693884,-6.241369,-4.7569,-6.975727,-8.628513,-5.99037,-1.308785,-0.392792,-4.459167,-6.781458,0.139242,14.497628,24.87069,21.55145,7.177251,-5.712194
4012,0.883683,14.637555,26.332603,24.977597,9.842684,-8.251609,-16.960511,-12.946752,-2.640726,5.472041,7.433942,3.505001,-5.392122,-18.132113,-30.693843,-35.979633,-28.944886,-12.212155,4.787133,13.4567,13.102536,10.389707,12.06038,18.423372,23.722948,22.306652,14.221048,5.115043,0.996752,2.921212,6.43196,6.15994,1.217415,-3.912872,-4.139531,0.487865,4.295861,1.915147,-5.395076,-10.315475,-7.219688,0.853322,4.042197,-4.718978,-22.014213,-36.380602,-38.61336,-29.561785,-17.936101,-11.127284,-8.698369,-4.464281,6.14113,21.353833,35.020539,42.032288,41.471776,35.339196,25.640136,13.482456,0.529628,-9.973978,-14.785749,-13.583343,-9.745217,-7.37226,-7.174196,-5.772371,0.18351,9.137623,14.686952,11.415596,0.67739,-10.236294,-15.157069,-14.699499,-14.088695,-15.740903,-15.676206,-8.594613,4.135677,13.578129,11.572668,-0.600053,-13.102644,-17.090211,-12.265678,-4.655621,1.358915,6.537789,12.374698,16.073151,12.888961,3.49771,-3.83559,-1.045624,10.040482,18.2066,14.660152,3.452927,-2.079991,5.734395,18.73815,19.814231,0.976034,-26.104242,-39.279492,-26.9346,-0.052553,17.437209,11.353428,-9.227643,-21.436216,-12.028782,8.825557,17.932145,3.599287,-20.994074,-30.217116,-12.118877,18.753847,35.493289,25.334796,1.083464,-13.462757,-7.379152,9.319935,19.406281,16.228735,6.270076,-2.680837,-10.617461,-20.974792,-31.074835,-32.030099,-19.221981,0.439793,14.638784,18.006335,15.502632,13.4615,10.975157,3.229024,-8.360013,-14.281986,-7.710999,5.417777,11.295104,4.008428,-6.548389,-5.08859,11.64516,30.374335,34.624931,20.708646,-0.395921,-14.921526,-17.63064,-12.469724,-6.181274,-3.673647,-7.224281,-15.725006,-23.571043,-23.687934,-14.979293,-5.694034,-5.518624,-13.002321,-14.117178,2.796531,31.002161,48.284509,38.640673,9.746497,-13.967208
4021,6.046899,14.318109,11.678123,0.005432,-10.268446,-10.316875,-0.014822,14.241211,25.967973,31.317386,27.596258,13.34144,-8.036265,-26.71638,-32.312179,-23.020839,-7.99851,0.751837,-1.147312,-8.457715,-13.737112,-14.725454,-13.845006,-12.465487,-8.34256,0.838908,13.283595,23.940904,28.86013,27.373064,20.543652,9.820271,-1.643188,-8.390657,-6.644232,0.371193,3.603699,-2.724109,-13.627184,-17.588607,-9.474338,2.592225,5.612347,-3.359565,-13.302148,-11.677068,0.96959,11.579034,9.805042,-0.192943,-5.346656,0.349347,8.875777,8.463495,-1.575884,-9.439317,-4.510674,10.033715,20.110741,15.29573,-1.291365,-17.279442,-22.804087,-16.920383,-4.773269,7.815612,16.127481,16.34499,7.717675,-4.427919,-10.861389,-6.603308,3.145875,7.349507,0.52266,-11.210791,-16.626989,-11.382051,-1.899586,2.915222,1.989973,2.314237,9.340846,19.40352,23.129703,15.595754,1.465277,-10.137048,-14.44875,-13.917381,-13.384994,-14.335851,-14.286557,-10.318901,-1.821379,9.592759,20.918648,27.84164,25.795759,13.492329,-3.893429,-16.671603,-17.834311,-9.019812,1.181219,5.221947,2.72989,-1.147807,-2.397348,-2.030256,-3.557012,-7.965941,-12.187006,-12.142562,-6.485608,2.436419,10.128712,12.16678,6.569559,-3.889445,-11.703706,-9.424357,3.160779,16.846615,20.363866,11.538135,0.282504,-1.37051,7.520374,15.126316,9.508531,-7.955742,-23.467227,-25.104022,-14.44378,-2.981168,1.266398,0.853967,2.539388,7.100514,8.670648,3.610561,-3.647416,-5.936796,-2.749334,-0.787147,-4.4269,-8.719764,-4.991936,7.300597,17.879134,16.727894,5.940002,-2.536825,-1.013866,5.125027,4.781714,-4.48787,-13.038823,-10.982255,-0.600845,6.095638,1.68003,-8.044336,-11.341115,-4.466369,4.65638,6.660869,1.625196,-2.382746,-0.124372,4.704877,5.121496,0.154302,-4.16277,-2.730843
4022,-2.503037,-3.220144,-2.215381,-3.192761,-8.69419,-15.255603,-14.621263,-1.173181,21.419411,41.244415,46.237516,32.004563,3.429311,-28.985857,-53.308973,-59.134968,-41.551477,-6.443564,28.314963,41.603813,24.53851,-10.221857,-36.121989,-33.268153,-4.50854,27.620311,40.416292,29.28753,8.981191,-1.641219,3.868184,16.363738,22.363962,17.718758,10.543926,11.178647,19.55423,23.238626,9.365927,-20.721225,-49.823493,-60.08104,-50.654885,-38.458509,-39.044758,-47.540166,-42.48857,-11.454256,29.388629,46.83819,25.218177,-12.860713,-25.358285,7.154082,60.191318,88.586469,70.486158,26.059318,-6.848697,-11.107432,-1.209158,0.718061,-8.164507,-12.803608,-4.302565,6.054744,0.87244,-19.382992,-33.354322,-21.84408,9.73239,35.561694,35.17119,11.729531,-15.397737,-32.043997,-39.4903,-45.153154,-48.984989,-43.179496,-23.908786,1.063584,18.63483,22.707545,18.437341,15.07791,17.138779,23.157387,30.330788,36.840127,39.29827,31.442374,9.515178,-19.975565,-40.593155,-38.173427,-15.026746,8.985363,12.721145,-6.16607,-27.293987,-26.029911,1.71748,33.169876,39.351204,13.96874,-18.833926,-27.502737,-4.635734,25.625305,32.818651,11.72732,-13.376009,-16.158624,2.827989,17.264759,4.461606,-29.476117,-55.429943,-50.364739,-18.435659,15.617846,30.156011,22.427762,5.041839,-7.47974,-8.089255,1.027297,10.566508,9.253298,-6.815162,-26.537845,-29.272351,-4.245366,34.235867,55.862225,43.226275,10.662298,-9.924262,-2.882267,15.310007,16.664615,-5.020514,-27.301848,-26.419987,-5.665875,9.189799,1.130335,-18.420976,-24.539283,-8.877261,11.753056,16.80467,5.255113,-7.080857,-9.379903,-6.866531,-8.255533,-9.596209,1.006431,22.966416,36.038113,20.35422,-18.147414,-48.964077,-46.646585,-16.167733,14.355499,24.0452,17.607571,13.145099,17.717712,20.877869,11.414808,-6.147023,-16.174134
4101,10.505792,20.44194,18.998431,6.923543,-3.996611,-3.476074,5.94993,11.797817,5.295542,-9.634136,-21.327716,-22.431205,-15.511935,-7.874901,-3.581542,-1.666469,-0.261053,0.275817,-1.184977,-3.811161,-5.109429,-3.591008,0.016806,4.223988,8.351294,12.226223,15.277695,16.900469,17.239053,16.408023,12.99851,5.031815,-6.399964,-15.529838,-16.282397,-9.089702,-1.769563,-1.722862,-7.52536,-10.280298,-4.265935,5.37278,7.803307,-0.61796,-11.034164,-11.6476,-1.852161,5.773893,-0.891825,-18.900453,-31.315446,-23.751076,0.875986,24.821655,32.354293,23.499357,11.525139,8.371154,13.661692,17.451952,11.970215,-0.511775,-10.780203,-12.02789,-5.522883,1.940759,4.668724,1.884853,-3.577518,-8.573564,-11.299921,-11.121088,-8.470954,-5.14544,-3.369245,-3.451748,-2.926035,0.432984,4.357334,2.612943,-8.004308,-21.117188,-23.699444,-8.203091,17.998796,37.240894,37.306278,22.407311,7.670941,3.180371,5.04582,2.573144,-7.942491,-19.154706,-22.166361,-17.111203,-11.956131,-11.887638,-13.080279,-8.3909,2.79336,13.183369,16.156833,13.273789,11.584598,14.596023,18.157599,15.705225,5.886165,-6.184431,-14.19558,-15.590087,-11.805323,-5.965008,-1.519719,-1.439293,-6.068945,-11.346481,-11.224317,-3.635687,6.476362,11.55974,8.936702,2.739125,-1.593472,-2.817731,-2.688094,-1.23828,3.271358,9.093664,9.305297,-0.776925,-15.07023,-19.940773,-8.699029,9.093281,16.484551,7.638001,-5.690816,-7.941995,2.655305,13.889346,15.933539,12.51252,12.626567,15.048854,8.124811,-13.064332,-34.95013,-37.273593,-16.456659,8.352202,15.671755,4.805655,-6.007702,-3.255589,6.393327,7.482665,-2.198673,-8.43423,-0.378137,13.279692,14.100434,-2.125971,-18.39034,-16.535413,0.402994,11.929692,5.454987,-8.516975,-10.223998,4.263385,18.197748,15.066176,-1.349297,-12.294247
4102,2.905848,8.815215,13.188289,12.781865,9.326174,7.744736,10.232716,13.053038,9.996161,-1.215276,-16.494166,-29.008286,-34.287007,-31.69516,-22.485668,-8.496456,6.741407,17.365217,18.090285,8.886178,-3.84603,-11.914262,-11.751657,-6.313612,-0.842702,2.735179,6.960426,14.767345,24.830993,31.262589,28.111724,14.689418,-2.87444,-15.324634,-16.670586,-8.519025,1.250674,4.880392,1.113378,-4.222013,-4.362988,1.211442,5.906759,2.694415,-8.461478,-20.383992,-25.894913,-24.38414,-20.486831,-17.024809,-11.343389,0.038731,14.341101,22.907526,20.307801,11.782202,8.832944,16.211809,25.027932,21.468194,2.933154,-16.649093,-19.960319,-4.804239,12.41513,13.125558,-4.079133,-21.900995,-22.242428,-4.431848,15.018292,19.591652,8.090751,-6.694109,-11.978798,-5.865296,4.166245,10.011332,8.570413,1.059916,-9.372688,-18.207281,-20.437209,-14.179868,-3.703428,3.504896,4.303403,3.447871,7.651515,16.252738,20.104313,11.345878,-6.739469,-21.639207,-23.613795,-14.277361,-2.737257,4.707134,8.680639,11.538937,12.109308,8.354466,3.373659,4.22716,12.858823,20.934945,17.547295,2.287766,-12.583618,-15.151516,-7.23676,-1.720837,-6.653841,-15.627628,-16.398145,-6.826111,2.227389,0.907937,-6.69142,-7.718288,2.17808,11.688071,7.010612,-10.109026,-22.069724,-14.430976,7.732251,25.267068,25.527981,14.175705,5.774678,6.049406,7.025219,-0.80909,-15.433896,-24.824331,-20.065966,-4.326874,11.174623,17.63192,14.052044,4.794299,-4.834007,-10.399376,-9.227889,-2.52827,3.941538,4.209442,-1.459778,-5.742542,-1.637828,9.454867,18.364531,17.167792,6.631196,-5.54471,-12.350773,-12.06491,-6.73522,0.560831,5.600297,2.952682,-9.729868,-26.252572,-33.759317,-23.675677,-1.226554,18.154286,23.288481,17.184913,11.499568,12.431127,14.752136,10.308807,-0.408458,-8.212048
4111,4.615988,10.528825,14.84374,12.32821,3.987111,-2.066729,0.840667,8.886655,10.126719,-2.046126,-19.235451,-25.142345,-13.523701,3.372376,7.327519,-5.172043,-18.067579,-13.633111,6.614483,22.429405,16.960257,-4.536955,-20.572534,-16.551395,1.43169,16.321539,19.548283,16.846224,16.085356,15.090365,5.454406,-13.655278,-30.662334,-32.628308,-18.677775,0.160421,13.194952,18.880212,21.240396,21.549612,17.195555,7.675422,-2.525719,-8.902342,-12.282343,-16.381188,-21.096478,-21.843549,-16.543358,-9.949443,-7.795601,-8.084056,-2.620639,11.345673,24.740955,25.944571,15.343559,5.798131,6.662862,11.316243,5.501608,-12.728445,-27.285326,-21.832481,-0.139068,16.905975,15.183578,3.194486,0.375632,12.545617,24.934909,20.806951,1.79803,-14.914342,-17.519315,-11.625733,-9.912937,-15.163046,-19.044714,-15.961474,-11.0615,-11.210269,-12.816071,-5.43861,12.32991,27.081877,25.363499,11.358896,3.566746,12.403628,26.050424,23.152764,-1.953982,-31.567558,-43.275024,-32.39567,-12.991453,0.404756,6.480138,12.001368,18.83329,21.508176,16.453271,7.936281,2.330031,0.011767,-2.910722,-6.251738,-4.495284,4.024674,10.868758,5.622228,-9.978731,-21.037656,-15.640313,0.526281,9.781771,2.569377,-11.894348,-16.933559,-7.397328,6.270887,11.788705,8.097503,2.792485,0.543161,-0.808239,-3.072131,-2.426137,4.685974,12.929062,11.034195,-4.720878,-23.367388,-29.041925,-17.126667,2.205496,16.259141,21.903154,23.592658,22.969256,15.949351,1.081727,-13.915045,-18.478951,-11.319514,-2.264824,-0.729454,-5.277939,-7.201692,-2.495524,3.827823,5.810777,4.738507,5.9294,9.508484,9.374606,2.565095,-4.680015,-4.35097,1.500453,1.74585,-9.077546,-21.30217,-20.442793,-6.114981,5.158445,-0.614728,-16.084109,-19.023332,1.415856,29.668798,39.127095,21.079226,-6.087057,-17.504138
4112,3.152052,3.84688,-0.241655,-5.705677,-6.189762,0.925707,10.870724,15.303227,10.062391,-1.153526,-10.903276,-15.160849,-15.655746,-15.393436,-13.453416,-5.972694,7.455283,19.972844,22.121691,11.148534,-5.109136,-14.799275,-12.825841,-4.601911,1.02782,1.711555,3.373837,12.096197,25.437282,33.113832,26.589395,7.524496,-13.415391,-25.61074,-26.163831,-19.684104,-12.25625,-6.451727,-1.348609,4.244682,9.411303,11.478919,8.144861,-0.444999,-11.025339,-18.718801,-20.287621,-16.711182,-12.155605,-9.473102,-6.713068,0.799841,14.14078,27.291546,31.592041,24.404255,12.483118,5.53564,6.443005,8.912708,5.28004,-4.341653,-11.961932,-10.734197,-2.824829,2.684836,-0.566289,-9.557373,-15.025298,-10.723726,0.598035,9.782763,9.340168,-0.312762,-11.315727,-14.790054,-8.149818,2.52275,7.471774,1.99041,-8.955434,-15.2349,-11.334858,-1.344393,6.428629,9.115707,11.683342,18.942137,27.161064,26.638535,13.168906,-5.714396,-18.422724,-22.11434,-24.282272,-30.364077,-33.345603,-20.62441,8.148221,34.694117,38.291313,18.163357,-4.274085,-7.778724,6.394565,17.824635,11.796333,-3.75714,-8.991109,3.016593,17.596246,16.216643,-1.237973,-16.602183,-15.341337,-3.397145,1.050066,-9.798683,-23.934669,-24.138941,-8.439742,7.866469,10.068635,-0.001098,-7.939784,-4.332208,5.432021,9.417217,3.983675,-2.66729,-1.291122,7.034353,12.183244,6.708951,-5.570635,-13.203696,-8.478449,5.243945,16.837144,17.39393,7.55053,-3.784981,-7.488703,-1.861653,6.554355,9.339365,3.734011,-5.56795,-11.509556,-10.89913,-5.519306,1.642352,9.152551,15.389227,16.138973,7.369934,-8.242133,-19.885999,-17.41158,-2.836157,9.095041,4.677655,-13.996195,-29.845409,-27.650797,-9.388921,8.440184,12.267796,4.455649,-1.55828,2.990601,13.657973,19.650093,16.3346,8.839994,4.396023
4201,3.098974,-1.167271,1.140181,4.44884,-1.593479,-17.6815,-30.495917,-26.029786,-6.10313,12.09851,14.196546,3.658967,-3.904777,0.05204,7.683374,6.125972,-5.169969,-12.784692,-5.080492,14.211979,30.498671,33.964203,26.824727,15.492515,1.08917,-17.620069,-33.918703,-32.982989,-7.203888,29.813031,50.122006,36.088843,-2.093511,-35.168388,-41.291184,-23.447997,-2.17693,5.703617,-0.232162,-9.455114,-13.509959,-11.653302,-6.548159,0.800645,9.77643,15.909618,11.565082,-6.878064,-32.441621,-49.403394,-43.788448,-14.581405,23.594668,49.443911,49.815296,29.283048,6.276285,-2.09644,5.880082,16.277999,13.860149,-2.348027,-17.559657,-15.657265,4.577005,27.592358,35.384799,23.791005,5.097686,-4.713922,-1.019387,6.335669,3.763142,-12.554305,-33.034172,-43.65,-38.671916,-25.566951,-17.980217,-23.343293,-35.991481,-41.39457,-27.519995,5.885321,46.422976,75.983214,80.491585,57.505977,18.30477,-17.516607,-33.679753,-28.071124,-13.279611,-4.549369,-5.797997,-8.408815,-4.54189,0.935941,-3.934428,-19.980491,-29.47895,-13.296311,24.146157,53.326341,48.816945,18.602948,-2.243452,9.802904,38.820483,46.13308,14.294945,-32.25343,-54.261885,-40.711183,-17.486238,-13.366372,-26.302152,-30.551907,-13.0411,8.704529,9.59057,-9.75644,-23.00489,-11.366603,13.194983,24.640947,16.849526,9.714537,19.334796,32.697981,22.585604,-14.608497,-47.759197,-44.061543,-7.102013,27.10833,31.096147,13.155025,-0.576471,-1.925509,-5.88313,-20.38065,-25.882997,1.666042,51.202554,75.690031,40.629827,-32.369208,-81.96441,-69.035629,-14.275829,30.513443,40.741446,37.279077,47.254532,61.498491,44.613495,-14.916622,-79.286833,-95.926261,-53.579595,5.427268,30.152773,10.650017,-21.535568,-35.02438,-29.250649,-22.134028,-18.914114,-5.750478,25.607682,58.029015,63.17635,33.953141,-4.839353,-21.524151
4202,6.188026,4.804345,5.166382,10.995589,20.706916,28.430772,29.196449,22.127787,8.809804,-9.62826,-32.048665,-54.034736,-66.967089,-62.627064,-40.241734,-9.406091,14.721724,21.117217,10.391343,-5.769998,-13.23584,-5.696867,11.689496,28.198336,37.208592,40.258359,42.14791,43.574782,40.177063,28.655585,11.764967,-4.257528,-16.02395,-24.341817,-29.262991,-27.224228,-16.267245,-2.809289,1.546654,-7.328198,-19.15067,-19.337678,-6.540317,3.926929,-2.851327,-23.179241,-38.056024,-34.889906,-21.026421,-12.247237,-11.450383,-5.838688,13.278782,34.897697,39.820298,26.221501,14.999243,24.44578,44.536749,45.460578,13.708413,-27.48743,-40.592672,-14.938808,21.309691,32.300401,12.11558,-13.446116,-19.015035,-5.513066,7.707504,8.648502,2.732647,-0.586359,-1.565226,-5.805481,-12.294249,-14.435544,-12.582154,-16.649501,-30.958431,-42.25531,-32.36264,-3.470168,18.380056,12.079337,-10.634526,-15.8929,11.454958,46.041275,48.819181,12.765256,-27.527517,-34.624942,-8.941792,16.493734,17.743331,5.266417,4.115982,18.729095,29.021778,20.334669,4.613234,3.591209,17.383088,22.436359,3.304308,-24.018004,-30.093793,-9.793153,9.572043,2.059253,-23.634734,-34.768148,-16.580435,7.800586,6.043912,-21.336603,-38.835363,-18.03217,26.645989,51.796776,32.315748,-12.706004,-42.863244,-38.541643,-14.767911,2.956828,7.299292,10.076438,20.914466,33.272586,33.066114,16.019538,-7.321384,-21.923578,-20.345378,-5.825155,11.977039,22.636488,20.266238,7.846718,-3.830721,-5.3882,1.0242,3.068584,-7.786883,-24.82997,-31.950803,-21.397692,-2.501785,9.48157,10.722944,10.848053,17.816649,26.023121,23.662494,9.744169,-2.356803,-0.980859,7.923777,6.138421,-15.196208,-43.288958,-55.758948,-43.347246,-17.894855,1.514381,6.820617,4.377393,3.893554,8.459865,15.291851,21.617794,26.279627,27.140195
5001,-17.173414,-11.819548,2.531042,9.450974,0.807934,-12.139118,-10.924768,7.898767,27.277704,28.41064,11.532953,-6.449444,-13.860024,-17.116342,-27.496309,-39.576975,-32.458454,3.141809,44.860638,55.318347,21.827344,-25.994416,-44.336579,-20.090332,17.593287,31.714678,17.535077,2.709272,10.09327,29.508558,31.735166,5.804945,-26.513937,-35.622542,-16.996296,6.869879,14.856226,9.541305,8.075325,16.891941,23.574788,14.336479,-7.517276,-25.881886,-31.721213,-32.066567,-37.802193,-47.948004,-51.076442,-40.432972,-21.724979,-4.113182,11.667197,31.101459,53.231713,66.377924,59.933905,37.689382,15.119446,3.501504,0.34045,-3.322044,-10.009128,-14.300536,-12.769703,-9.882672,-11.21166,-14.145785,-10.370679,2.181808,14.362471,15.795216,7.569305,0.906071,3.100008,8.799661,7.706181,-1.794154,-10.976402,-12.604545,-9.785714,-10.063669,-13.636396,-12.816688,-4.061979,4.478891,2.099852,-9.305225,-15.010866,-5.315101,9.755357,9.105986,-14.686465,-42.936777,-47.134621,-18.124888,22.976424,44.207136,32.791281,6.004365,-6.424687,9.92956,42.037775,62.101949,52.124422,18.847808,-12.853824,-21.79188,-8.45751,6.871573,4.438845,-15.535082,-33.785672,-32.703597,-14.971302,0.158401,-1.377534,-13.601809,-19.481794,-12.361838,-3.495039,-6.43029,-17.830142,-19.266156,1.047302,32.472061,51.351298,44.820767,21.731683,-0.11928,-13.213941,-23.508011,-36.96893,-48.697152,-47.844957,-30.205188,-2.220801,26.31717,49.010801,61.101149,56.051855,30.291824,-7.706629,-38.11168,-44.535711,-28.621264,-7.506529,3.884446,6.253356,11.091609,25.030971,41.761296,48.778686,39.127703,15.914273,-11.304453,-31.628439,-36.854031,-26.55966,-11.739639,-8.980603,-24.803011,-45.266111,-46.682918,-21.024329,11.691257,22.053385,3.766892,-17.076237,-9.715945,25.802425,56.260597,50.454455,13.007094,-21.076071,-24.110214
5002,-21.680483,-1.092727,22.35791,21.455526,-4.90218,-26.977224,-15.993302,23.12958,56.479158,57.900586,34.353508,11.050371,-2.443455,-20.584146,-53.631868,-81.11501,-67.036067,-5.041024,61.084013,73.737257,20.573883,-49.499966,-74.772124,-42.418016,3.974214,17.528084,-0.187842,-7.460049,21.663019,61.654384,63.053166,11.458884,-50.85722,-66.424575,-21.079656,44.135193,77.326124,65.078528,35.704149,20.670983,21.954203,18.412882,-3.993232,-36.459327,-60.601035,-69.55518,-71.040326,-72.66696,-70.676555,-55.309404,-23.938092,14.337823,46.11471,63.085084,64.780244,55.86737,42.855378,31.100535,21.471837,9.871023,-7.015304,-24.455811,-31.281666,-22.120511,-6.750788,-2.35656,-14.00301,-26.003326,-17.496753,13.035339,42.919276,47.754658,26.79474,2.674604,-3.402293,7.83159,18.97458,16.804707,2.728561,-15.513973,-34.332429,-51.619741,-58.683472,-44.660568,-12.399774,16.655756,21.67928,6.595653,-2.278612,12.617514,35.505267,31.73966,-11.089406,-62.341003,-74.990464,-33.444637,29.104629,62.680085,47.743278,9.622392,-10.486992,5.245787,39.312024,59.289589,46.430992,8.237546,-29.817195,-43.381063,-26.367958,4.209301,20.93146,9.389539,-17.594809,-31.578599,-17.865156,7.658549,14.824874,-7.206845,-36.903698,-44.036738,-23.380854,0.974275,5.52318,-4.705764,-3.592428,22.98722,58.656406,73.812837,56.429743,20.354989,-14.407397,-41.305062,-63.745901,-78.908153,-74.926005,-46.206015,-4.702287,29.96701,49.187196,58.021786,59.639826,45.653709,9.108838,-36.117166,-59.188956,-41.628151,0.743896,31.820797,32.126644,17.104416,16.085381,36.936102,57.020164,49.182384,11.693451,-30.340168,-50.19134,-42.314978,-22.133759,-9.395159,-13.93312,-32.358824,-51.773942,-56.72701,-39.378261,-7.963647,17.231698,22.161534,14.462529,16.054506,36.988806,59.869262,56.292408,19.78373,-22.834859,-37.320484
